Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Amoxicillin,Antipyretic,Ointment,565 mg,Amgen Inc.,Diabetes,Over-the-Counter
Amoxicillin,Antidiabetic,Ointment,154 mg,Bayer AG,Diabetes,Over-the-Counter
Metronidazole,Antipyretic,Ointment,675 mg,Bristol-Myers Squibb Company,Pain,Over-the-Counter
Acetaminophen,Antiseptic,Ointment,843 mg,CSL Limited,Fever,Over-the-Counter
Paracetamol,Antifungal,Ointment,567 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Clarithromycin,Antifungal,Injection,807 mg,Novo Nordisk A/S,Fungus,Over-the-Counter
Ibuprofen,Antidiabetic,Cream,514 mg,GlaxoSmithKline plc,Fungus,Prescription
Clarithromycin,Antidiabetic,Inhaler,411 mg,Eli Lilly and Company,Virus,Over-the-Counter
Cefmetazole,Antidiabetic,Inhaler,356 mg,Pfizer Inc.,Depression,Prescription
Metronidazole,Antibiotic,Injection,947 mg,Bayer AG,Infection,Prescription
Amoxicillin,Antidepressant,Inhaler,988 mg,GlaxoSmithKline plc,Infection,Prescription
Amoxicillin,Antipyretic,Inhaler,882 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Ibuprofen,Antiseptic,Capsule,769 mg,AbbVie Inc.,Depression,Prescription
Amoxicillin,Antidepressant,Tablet,858 mg,Eli Lilly and Company,Infection,Over-the-Counter
Amoxicillin,Antibiotic,Drops,867 mg,Boehringer Ingelheim GmbH,Wound,Prescription
Ibuprofen,Antifungal,Inhaler,346 mg,AstraZeneca plc,Infection,Prescription
Methicillin,Analgesic,Ointment,458 mg,Teva Pharmaceutical Industries Ltd.,Infection,Over-the-Counter
Amoxicillin,Antidiabetic,Syrup,136 mg,Amgen Inc.,Fungus,Prescription
Dextromethorphan,Antiseptic,Injection,586 mg,Bristol-Myers Squibb Company,Depression,Prescription
Dextromethorphan,Antifungal,Tablet,62 mg,Pfizer Inc.,Diabetes,Prescription
Cephalexin,Analgesic,Cream,101 mg,Takeda Pharmaceutical Company Limited,Pain,Prescription
Ibuprofen,Antidiabetic,Syrup,879 mg,Biogen Inc.,Fungus,Prescription
Acetaminophen,Antidiabetic,Capsule,905 mg,GlaxoSmithKline plc,Fungus,Prescription
Amoxicillin,Analgesic,Tablet,866 mg,Johnson & Johnson,Fever,Over-the-Counter
Dextromethorphan,Antiseptic,Inhaler,524 mg,Roche Holding AG,Depression,Over-the-Counter
Cefoperazone,Antidiabetic,Ointment,879 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Clindamycin,Antiseptic,Syrup,892 mg,Pfizer Inc.,Diabetes,Prescription
Amoxicillin,Antidepressant,Syrup,102 mg,Novartis AG,Fungus,Over-the-Counter
Amoxicillin,Antifungal,Drops,148 mg,Novartis AG,Diabetes,Prescription
Paracetamol,Antipyretic,Inhaler,715 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter
Clarithromycin,Analgesic,Ointment,971 mg,Novartis AG,Wound,Prescription
Amoxicillin,Antiviral,Injection,339 mg,Bayer AG,Infection,Prescription
Paracetamol,Antidiabetic,Inhaler,786 mg,Pfizer Inc.,Infection,Prescription
Paracetamol,Antifungal,Capsule,715 mg,Sanofi S.A.,Pain,Over-the-Counter
Amoxicillin,Analgesic,Cream,902 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Metronidazole,Antidepressant,Cream,958 mg,AstraZeneca plc,Pain,Prescription
Cefalexin,Analgesic,Capsule,452 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Ibuprofen,Antidiabetic,Drops,856 mg,CSL Limited,Diabetes,Over-the-Counter
Acetaminophen,Antidepressant,Capsule,800 mg,Eli Lilly and Company,Fever,Over-the-Counter
Ibuprofen,Antipyretic,Cream,353 mg,Boehringer Ingelheim GmbH,Fever,Prescription
Acyclovir,Antiviral,Syrup,999 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription
Ibuprofen,Antifungal,Drops,618 mg,Pfizer Inc.,Pain,Over-the-Counter
Paracetamol,Antibiotic,Inhaler,736 mg,Johnson & Johnson,Fungus,Over-the-Counter
Dextromethorphan,Antidiabetic,Syrup,294 mg,Biogen Inc.,Wound,Over-the-Counter
Amoxicillin,Antibiotic,Drops,525 mg,Eli Lilly and Company,Diabetes,Over-the-Counter
Acetaminophen,Antifungal,Syrup,753 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Acetaminophen,Antidiabetic,Drops,98 mg,Eli Lilly and Company,Wound,Prescription
Paracetamol,Antiseptic,Injection,614 mg,Novartis AG,Depression,Over-the-Counter
Clarithromycin,Analgesic,Drops,831 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Cefaclor,Antipyretic,Capsule,102 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Ibuprofen,Antibiotic,Inhaler,192 mg,Biogen Inc.,Virus,Prescription
Ketoprofen,Antibiotic,Capsule,181 mg,Biogen Inc.,Wound,Prescription
Metformin,Antifungal,Cream,125 mg,Novartis AG,Fungus,Prescription
Amoxicillin,Antiseptic,Syrup,307 mg,Biogen Inc.,Infection,Prescription
Dextromethorphan,Antibiotic,Syrup,348 mg,AstraZeneca plc,Diabetes,Over-the-Counter
Ibuprofen,Antidepressant,Inhaler,611 mg,AbbVie Inc.,Depression,Prescription
Metronidazole,Antifungal,Syrup,796 mg,Pfizer Inc.,Wound,Prescription
Clarithromycin,Antiseptic,Injection,778 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Dextromethorphan,Antiviral,Drops,517 mg,CSL Limited,Fungus,Over-the-Counter
Metoprolol,Antiviral,Inhaler,230 mg,AbbVie Inc.,Wound,Over-the-Counter
Ibuprofen,Antiviral,Injection,256 mg,AbbVie Inc.,Fever,Over-the-Counter
Metronidazole,Antifungal,Cream,540 mg,Amgen Inc.,Infection,Over-the-Counter
Amoxicillin + Metronidazole,Antidiabetic,Drops,866 mg,Biogen Inc.,Virus,Over-the-Counter
Cefixime,Analgesic,Syrup,80 mg,Johnson & Johnson,Diabetes,Prescription
Cefalexin,Antifungal,Ointment,639 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription
Dextromethorphan,Antipyretic,Drops,235 mg,CSL Limited,Depression,Over-the-Counter
Acetaminophen,Analgesic,Ointment,148 mg,Pfizer Inc.,Depression,Prescription
Acetaminophen,Antipyretic,Capsule,245 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Ibuprofen,Antidiabetic,Inhaler,321 mg,CSL Limited,Infection,Prescription
Amoxicillin,Antiseptic,Inhaler,289 mg,AstraZeneca plc,Wound,Prescription
Ibuprofen,Antipyretic,Drops,556 mg,Biogen Inc.,Wound,Prescription
Dextromethorphan,Antifungal,Ointment,410 mg,Biogen Inc.,Virus,Prescription
Cefadroxil,Antiseptic,Capsule,370 mg,Amgen Inc.,Wound,Prescription
Dextromethorphan,Antipyretic,Drops,81 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Paracetamol,Analgesic,Tablet,716 mg,Roche Holding AG,Pain,Over-the-Counter
Amoxicillin,Antibiotic,Ointment,983 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Paracetamol,Antiseptic,Drops,840 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter
Metformin,Antifungal,Ointment,421 mg,"Merck & Co., Inc.",Depression,Prescription
Cefadroxil,Antifungal,Ointment,105 mg,Johnson & Johnson,Diabetes,Prescription
Paracetamol,Antidiabetic,Tablet,552 mg,Roche Holding AG,Virus,Over-the-Counter
Ketoprofen,Antipyretic,Cream,749 mg,Novo Nordisk A/S,Fungus,Prescription
Ketoprofen,Antifungal,Drops,65 mg,Bayer AG,Wound,Prescription
Dextromethorphan,Analgesic,Cream,577 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Metronidazole,Antidiabetic,Capsule,827 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter
Metronidazole,Antifungal,Inhaler,999 mg,AstraZeneca plc,Pain,Prescription
Cefmetazole,Antipyretic,Ointment,381 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Amoxicillin,Antidepressant,Capsule,978 mg,Takeda Pharmaceutical Company Limited,Diabetes,Prescription
Metronidazole,Antibiotic,Cream,369 mg,Novartis AG,Virus,Over-the-Counter
Metoprolol,Antibiotic,Cream,208 mg,Novo Nordisk A/S,Virus,Prescription
Ibuprofen,Antiseptic,Capsule,504 mg,Johnson & Johnson,Diabetes,Over-the-Counter
Ibuprofen,Antiviral,Ointment,4 mg,"Merck & Co., Inc.",Pain,Prescription
Metoprolol,Antidepressant,Syrup,52 mg,AstraZeneca plc,Virus,Prescription
Clarithromycin,Antiviral,Injection,211 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Paracetamol,Antidepressant,Capsule,836 mg,Sanofi S.A.,Infection,Over-the-Counter
Clarithromycin,Antifungal,Ointment,852 mg,Novo Nordisk A/S,Virus,Prescription
Cefadroxil,Antiviral,Capsule,51 mg,Bayer AG,Pain,Prescription
Acetaminophen,Antidiabetic,Capsule,906 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription
Paracetamol,Antifungal,Capsule,124 mg,Takeda Pharmaceutical Company Limited,Depression,Prescription
Acyclovir,Antiseptic,Capsule,532 mg,Bristol-Myers Squibb Company,Fever,Prescription
Cephalexin,Antifungal,Drops,1 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter
Acyclovir,Antibiotic,Ointment,745 mg,CSL Limited,Infection,Over-the-Counter
Paracetamol,Antidiabetic,Cream,689 mg,"Gilead Sciences, Inc.",Infection,Prescription
Ibuprofen,Analgesic,Ointment,486 mg,Johnson & Johnson,Wound,Over-the-Counter
Dextromethorphan,Antidepressant,Capsule,724 mg,CSL Limited,Depression,Prescription
Cefalexin,Antidepressant,Ointment,186 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter
Paracetamol,Antiviral,Tablet,73 mg,Novo Nordisk A/S,Virus,Prescription
Cefoperazone,Antibiotic,Ointment,920 mg,"Merck & Co., Inc.",Virus,Prescription
Ketoprofen,Antiviral,Capsule,844 mg,Boehringer Ingelheim GmbH,Wound,Prescription
Acetaminophen,Antibiotic,Ointment,109 mg,AbbVie Inc.,Depression,Prescription
Amoxicillin,Antifungal,Cream,892 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Acetaminophen,Antipyretic,Tablet,609 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Dextromethorphan,Antidiabetic,Capsule,609 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Metformin,Antipyretic,Injection,279 mg,Eli Lilly and Company,Diabetes,Prescription
Clarithromycin,Antipyretic,Injection,752 mg,Novartis AG,Fungus,Prescription
Acetaminophen,Antibiotic,Injection,465 mg,CSL Limited,Pain,Over-the-Counter
Amoxicillin + Metronidazole,Antifungal,Ointment,475 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Cephalexin,Antidepressant,Injection,442 mg,Pfizer Inc.,Wound,Over-the-Counter
Paracetamol,Analgesic,Drops,270 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Paracetamol,Antidiabetic,Injection,817 mg,Johnson & Johnson,Depression,Prescription
Acetaminophen,Antidiabetic,Drops,827 mg,CSL Limited,Pain,Prescription
Methicillin,Antifungal,Ointment,859 mg,Bayer AG,Pain,Prescription
Dextromethorphan,Antiseptic,Syrup,944 mg,CSL Limited,Fungus,Over-the-Counter
Dextromethorphan,Antidiabetic,Tablet,932 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Paracetamol,Analgesic,Tablet,130 mg,Bayer AG,Fever,Over-the-Counter
Acetaminophen,Antibiotic,Tablet,337 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter
Clarithromycin,Antibiotic,Syrup,291 mg,GlaxoSmithKline plc,Wound,Over-the-Counter
Paracetamol,Antiseptic,Syrup,139 mg,Roche Holding AG,Fungus,Over-the-Counter
Clindamycin,Antibiotic,Injection,511 mg,CSL Limited,Pain,Prescription
Acetaminophen,Antifungal,Tablet,232 mg,Novartis AG,Pain,Over-the-Counter
Dextromethorphan,Analgesic,Tablet,92 mg,AbbVie Inc.,Diabetes,Prescription
Dextromethorphan,Antiseptic,Cream,215 mg,"Gilead Sciences, Inc.",Fever,Prescription
Amoxicillin,Antipyretic,Inhaler,918 mg,Novo Nordisk A/S,Infection,Prescription
Cefazolin,Antipyretic,Capsule,895 mg,Bayer AG,Fungus,Prescription
Cefixime,Antidepressant,Tablet,810 mg,Sanofi S.A.,Virus,Over-the-Counter
Metronidazole,Antibiotic,Drops,278 mg,Bayer AG,Wound,Over-the-Counter
Cefoperazone,Antiviral,Tablet,979 mg,AstraZeneca plc,Fungus,Prescription
Clarithromycin,Antiseptic,Drops,998 mg,Johnson & Johnson,Infection,Prescription
Acetaminophen,Antipyretic,Ointment,699 mg,Sanofi S.A.,Virus,Prescription
Dextromethorphan,Antidiabetic,Syrup,649 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Acetaminophen,Antifungal,Capsule,219 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Paracetamol,Antibiotic,Cream,317 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Amoxicillin,Antifungal,Injection,714 mg,Sanofi S.A.,Pain,Prescription
Paracetamol,Antibiotic,Inhaler,59 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Acetaminophen,Antibiotic,Inhaler,184 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Paracetamol,Antiseptic,Inhaler,121 mg,Johnson & Johnson,Wound,Over-the-Counter
Clarithromycin,Antifungal,Cream,122 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter
Paracetamol,Antidepressant,Drops,897 mg,Johnson & Johnson,Fungus,Over-the-Counter
Amoxicillin,Antipyretic,Tablet,642 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter
Ibuprofen,Antipyretic,Ointment,30 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter
Metronidazole,Antiseptic,Capsule,789 mg,CSL Limited,Wound,Prescription
Amoxicillin,Analgesic,Capsule,598 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter
Amoxicillin,Antifungal,Drops,836 mg,"Gilead Sciences, Inc.",Virus,Prescription
Cephalexin,Antibiotic,Ointment,59 mg,Bayer AG,Virus,Prescription
Ibuprofen,Antiviral,Ointment,112 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter
Amoxicillin,Antidepressant,Syrup,333 mg,Boehringer Ingelheim GmbH,Wound,Prescription
Paracetamol,Antibiotic,Capsule,692 mg,AstraZeneca plc,Diabetes,Prescription
Clarithromycin,Antiseptic,Cream,809 mg,Johnson & Johnson,Infection,Over-the-Counter
Acetaminophen,Antiseptic,Injection,24 mg,GlaxoSmithKline plc,Diabetes,Prescription
Paracetamol,Analgesic,Drops,167 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Amoxicillin,Analgesic,Ointment,59 mg,Johnson & Johnson,Fever,Prescription
Clarithromycin,Antibiotic,Syrup,905 mg,Biogen Inc.,Fungus,Prescription
Cephalexin,Antipyretic,Tablet,491 mg,Biogen Inc.,Infection,Prescription
Metronidazole,Antiseptic,Injection,681 mg,Amgen Inc.,Diabetes,Prescription
Metoprolol,Analgesic,Tablet,250 mg,Amgen Inc.,Virus,Over-the-Counter
Ibuprofen,Antifungal,Ointment,106 mg,"Merck & Co., Inc.",Fungus,Prescription
Cefoperazone,Antipyretic,Tablet,623 mg,Johnson & Johnson,Fungus,Prescription
Amoxicillin,Antiseptic,Drops,275 mg,CSL Limited,Wound,Over-the-Counter
Clarithromycin,Antibiotic,Capsule,779 mg,Boehringer Ingelheim GmbH,Virus,Prescription
Metronidazole,Antibiotic,Tablet,753 mg,GlaxoSmithKline plc,Pain,Prescription
Amoxicillin,Antibiotic,Tablet,349 mg,AbbVie Inc.,Infection,Prescription
Ibuprofen,Antibiotic,Cream,528 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Cefixime,Antipyretic,Cream,692 mg,Sanofi S.A.,Wound,Over-the-Counter
Acetaminophen,Antipyretic,Cream,724 mg,"Gilead Sciences, Inc.",Pain,Prescription
Metformin,Antidiabetic,Capsule,427 mg,Novartis AG,Infection,Over-the-Counter
Acetaminophen,Antidepressant,Injection,109 mg,Novartis AG,Pain,Over-the-Counter
Clarithromycin,Antiviral,Injection,421 mg,AstraZeneca plc,Wound,Over-the-Counter
Metoprolol,Analgesic,Drops,491 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Metronidazole,Antiviral,Cream,671 mg,Teva Pharmaceutical Industries Ltd.,Depression,Prescription
Paracetamol,Antibiotic,Syrup,158 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter
Clarithromycin,Antifungal,Ointment,614 mg,Boehringer Ingelheim GmbH,Diabetes,Prescription
Paracetamol,Analgesic,Capsule,355 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter
Clarithromycin,Antiseptic,Capsule,22 mg,Eli Lilly and Company,Wound,Over-the-Counter
Paracetamol,Antiseptic,Inhaler,280 mg,Sanofi S.A.,Fungus,Prescription
Metronidazole,Antiseptic,Capsule,114 mg,Bayer AG,Infection,Over-the-Counter
Acetaminophen,Antiviral,Tablet,860 mg,Bayer AG,Diabetes,Over-the-Counter
Metronidazole,Antibiotic,Syrup,789 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter
Ibuprofen,Antiseptic,Tablet,393 mg,Roche Holding AG,Fever,Prescription
Metoprolol,Antidepressant,Capsule,894 mg,AbbVie Inc.,Wound,Prescription
Amoxicillin,Antiseptic,Syrup,990 mg,AstraZeneca plc,Wound,Prescription
Cefmetazole,Antiviral,Drops,436 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Metoprolol,Antidepressant,Tablet,781 mg,Sanofi S.A.,Fever,Prescription
Dextromethorphan,Antibiotic,Tablet,239 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Acetaminophen,Antiviral,Syrup,349 mg,Takeda Pharmaceutical Company Limited,Diabetes,Prescription
Clarithromycin,Antifungal,Inhaler,711 mg,Sanofi S.A.,Depression,Prescription
Cefixime,Antifungal,Drops,835 mg,CSL Limited,Virus,Over-the-Counter
Ibuprofen,Antiseptic,Injection,6 mg,Sanofi S.A.,Depression,Over-the-Counter
Cefazolin,Antipyretic,Drops,258 mg,Amgen Inc.,Infection,Over-the-Counter
Cefalexin,Antiseptic,Tablet,829 mg,Sanofi S.A.,Virus,Prescription
Cefadroxil,Antiviral,Drops,953 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter
Metoprolol,Antibiotic,Ointment,558 mg,Eli Lilly and Company,Virus,Prescription
Paracetamol,Antiviral,Tablet,943 mg,Boehringer Ingelheim GmbH,Infection,Prescription
Acetaminophen,Analgesic,Injection,551 mg,CSL Limited,Wound,Prescription
Dextromethorphan,Analgesic,Drops,225 mg,Amgen Inc.,Virus,Prescription
Ibuprofen,Antidiabetic,Drops,756 mg,Bristol-Myers Squibb Company,Pain,Prescription
Paracetamol,Antidepressant,Tablet,875 mg,Bayer AG,Infection,Over-the-Counter
Dextromethorphan,Antifungal,Syrup,390 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Ibuprofen,Antipyretic,Inhaler,576 mg,Bayer AG,Infection,Over-the-Counter
Amoxicillin,Analgesic,Injection,779 mg,Novartis AG,Diabetes,Over-the-Counter
Paracetamol,Antidiabetic,Ointment,119 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Paracetamol,Antiviral,Tablet,356 mg,"Merck & Co., Inc.",Fever,Over-the-Counter
Dextromethorphan,Antibiotic,Cream,142 mg,Bayer AG,Virus,Over-the-Counter
Dextromethorphan,Antipyretic,Injection,445 mg,Amgen Inc.,Depression,Prescription
Paracetamol,Analgesic,Ointment,293 mg,Biogen Inc.,Diabetes,Over-the-Counter
Acetaminophen,Antidepressant,Drops,674 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Dextromethorphan,Antidiabetic,Capsule,563 mg,Amgen Inc.,Diabetes,Prescription
Amoxicillin,Antiseptic,Inhaler,737 mg,Novo Nordisk A/S,Depression,Over-the-Counter
Cephalexin,Antifungal,Cream,224 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter
Ibuprofen,Antipyretic,Inhaler,416 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Paracetamol,Antiseptic,Cream,830 mg,Amgen Inc.,Wound,Prescription
Acetaminophen,Antifungal,Injection,751 mg,Biogen Inc.,Fungus,Prescription
Ibuprofen,Antiviral,Tablet,259 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter
Amoxicillin,Antidepressant,Capsule,142 mg,Pfizer Inc.,Fungus,Over-the-Counter
Ibuprofen,Antiviral,Syrup,12 mg,Novo Nordisk A/S,Fever,Prescription
Methicillin,Antidepressant,Injection,384 mg,CSL Limited,Wound,Prescription
Paracetamol,Analgesic,Capsule,511 mg,Sanofi S.A.,Fever,Over-the-Counter
Amoxicillin,Antiseptic,Cream,591 mg,Novartis AG,Fever,Over-the-Counter
Paracetamol,Antipyretic,Syrup,787 mg,Biogen Inc.,Infection,Over-the-Counter
Clarithromycin,Antipyretic,Ointment,189 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Acetaminophen,Antibiotic,Cream,452 mg,Sanofi S.A.,Fungus,Over-the-Counter
Amoxicillin,Antibiotic,Ointment,385 mg,Novartis AG,Wound,Over-the-Counter
Paracetamol,Antidepressant,Drops,188 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Acetaminophen,Antiseptic,Inhaler,2 mg,Eli Lilly and Company,Diabetes,Prescription
Cefalexin,Antibiotic,Cream,765 mg,Novartis AG,Fungus,Prescription
Metoprolol,Antibiotic,Ointment,83 mg,Pfizer Inc.,Virus,Prescription
Acetaminophen,Antibiotic,Syrup,363 mg,Roche Holding AG,Wound,Prescription
Cephalexin,Analgesic,Inhaler,505 mg,Amgen Inc.,Fever,Over-the-Counter
Acetaminophen,Antibiotic,Syrup,538 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter
Paracetamol,Antidiabetic,Injection,77 mg,AbbVie Inc.,Fever,Over-the-Counter
Clindamycin,Antifungal,Drops,115 mg,Biogen Inc.,Pain,Prescription
Acyclovir,Antiseptic,Drops,907 mg,Sanofi S.A.,Depression,Over-the-Counter
Cefoperazone,Antifungal,Syrup,568 mg,Johnson & Johnson,Fever,Over-the-Counter
Paracetamol,Antidiabetic,Ointment,863 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Cefalexin,Antiseptic,Drops,815 mg,"Merck & Co., Inc.",Fever,Prescription
Dextromethorphan,Antifungal,Syrup,839 mg,Boehringer Ingelheim GmbH,Virus,Prescription
Acetaminophen,Antifungal,Ointment,552 mg,Roche Holding AG,Wound,Prescription
Clarithromycin,Antidepressant,Injection,557 mg,CSL Limited,Fever,Prescription
Ibuprofen,Antiseptic,Ointment,168 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Ibuprofen,Antipyretic,Syrup,796 mg,Pfizer Inc.,Depression,Over-the-Counter
Dextromethorphan,Antibiotic,Injection,117 mg,Pfizer Inc.,Wound,Over-the-Counter
Dextromethorphan,Analgesic,Capsule,358 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter
Dextromethorphan,Antibiotic,Tablet,280 mg,Boehringer Ingelheim GmbH,Virus,Prescription
Paracetamol,Antidiabetic,Drops,976 mg,Novartis AG,Diabetes,Prescription
Acetaminophen,Antifungal,Inhaler,656 mg,AstraZeneca plc,Infection,Over-the-Counter
Dextromethorphan,Antidiabetic,Inhaler,883 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Dextromethorphan,Antiseptic,Capsule,947 mg,Amgen Inc.,Fever,Over-the-Counter
Dextromethorphan,Antibiotic,Inhaler,938 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Clarithromycin,Antidepressant,Ointment,947 mg,AstraZeneca plc,Fever,Prescription
Paracetamol,Antiseptic,Inhaler,501 mg,Bayer AG,Pain,Prescription
Metoprolol,Antidiabetic,Injection,963 mg,Eli Lilly and Company,Fungus,Prescription
Paracetamol,Antipyretic,Syrup,175 mg,"Merck & Co., Inc.",Pain,Prescription
Paracetamol,Antibiotic,Cream,121 mg,Eli Lilly and Company,Wound,Prescription
Paracetamol,Antibiotic,Capsule,673 mg,Johnson & Johnson,Infection,Over-the-Counter
Clarithromycin,Analgesic,Tablet,748 mg,Pfizer Inc.,Fungus,Over-the-Counter
Paracetamol,Antidiabetic,Inhaler,620 mg,Sanofi S.A.,Pain,Over-the-Counter
Acetaminophen,Antibiotic,Capsule,168 mg,CSL Limited,Depression,Prescription
Metronidazole,Antipyretic,Drops,927 mg,Bayer AG,Diabetes,Over-the-Counter
Methicillin,Antidepressant,Cream,560 mg,Novartis AG,Fungus,Prescription
Metformin,Antidiabetic,Inhaler,633 mg,Johnson & Johnson,Fungus,Over-the-Counter
Ibuprofen,Antibiotic,Tablet,658 mg,Roche Holding AG,Fever,Over-the-Counter
Dextromethorphan,Analgesic,Cream,34 mg,Takeda Pharmaceutical Company Limited,Depression,Prescription
Paracetamol,Antipyretic,Ointment,230 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Ketoprofen,Antiviral,Capsule,230 mg,"Merck & Co., Inc.",Wound,Over-the-Counter
Amoxicillin,Antipyretic,Syrup,868 mg,AbbVie Inc.,Fungus,Prescription
Clindamycin,Antidiabetic,Cream,925 mg,Eli Lilly and Company,Pain,Prescription
Ibuprofen,Analgesic,Capsule,563 mg,Takeda Pharmaceutical Company Limited,Infection,Over-the-Counter
Ibuprofen,Analgesic,Drops,666 mg,Amgen Inc.,Fever,Prescription
Cefoperazone,Antifungal,Inhaler,995 mg,AstraZeneca plc,Infection,Over-the-Counter
Metronidazole,Antipyretic,Cream,22 mg,CSL Limited,Fever,Prescription
Amoxicillin + Metronidazole,Antipyretic,Drops,494 mg,Bristol-Myers Squibb Company,Virus,Prescription
Dextromethorphan,Antibiotic,Capsule,692 mg,Novartis AG,Depression,Prescription
Dextromethorphan,Antifungal,Drops,736 mg,Pfizer Inc.,Depression,Prescription
Cephalexin,Antiviral,Injection,128 mg,Bayer AG,Wound,Over-the-Counter
Cefoperazone,Antiseptic,Inhaler,736 mg,GlaxoSmithKline plc,Infection,Over-the-Counter
Amoxicillin,Antiviral,Ointment,843 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription
Acetaminophen,Antibiotic,Tablet,207 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription
Acetaminophen,Antiviral,Tablet,313 mg,Johnson & Johnson,Wound,Prescription
Paracetamol,Antidepressant,Tablet,270 mg,AstraZeneca plc,Fungus,Over-the-Counter
Clarithromycin,Analgesic,Ointment,13 mg,"Merck & Co., Inc.",Wound,Over-the-Counter
Cefalexin,Antidiabetic,Inhaler,296 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Amoxicillin,Analgesic,Drops,172 mg,Johnson & Johnson,Wound,Prescription
Paracetamol,Antifungal,Injection,566 mg,Pfizer Inc.,Infection,Over-the-Counter
Acetaminophen,Antipyretic,Drops,73 mg,Johnson & Johnson,Fungus,Over-the-Counter
Acetaminophen,Antidiabetic,Drops,959 mg,Roche Holding AG,Depression,Over-the-Counter
Amoxicillin + Metronidazole,Antiseptic,Syrup,662 mg,Sanofi S.A.,Pain,Over-the-Counter
Cefixime,Antibiotic,Ointment,918 mg,Bristol-Myers Squibb Company,Fever,Prescription
